Attribute XML Name|MultiValue Attribute?|Group Name|Max Number of Records in Group|Data Type|Total Digits|Max Length / Total Number of digits|Min Length / # of decimals|***DO NOT USE*Lang specific?*****|Valid Value List Name|Qual O/M *FUTURE USE*|Qual Name|Qual Data Type|Qual Total Digits|Qual Max Length / Total Number of digits|Qual Min Length / # of decimals|Qual VV list|Copyable?|GUI Lang|GUI Attribute Name|GUI Help Text|GUI Container Type|GUI Field Type|Label Align|Label Width|Value Align|Value Width|GUI Group Row|GUI Group Column|Active Status|XML Group M/O *FUTURE USE*|Comments|IM/Customer Key Master Name|Untitled event|Xref Type|Customer's Attribute Ref ID
avp/hasCancelButton|N|||boolean|||||||||||||N|en|Has Cancel Button?|hasCancelButton<br>Qualifier: AVP285<br>Indicates whether or not the product has a cancel button.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCancelButton|||
avp/hasCarAdapter|N|||boolean|||||||||||||N|en|Has Car Adapter?|hasCarAdapter<br>Qualifier: AVP286<br>Indicates whether or not the product has a car adapter.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCarAdapter|||
avp/hasCarConnection|N|||boolean|||||||||||||N|en|Has Car Connection?|hasCarConnection<br>Qualifier: AVP287<br>Indicates whether or not the TV can be plugged in inside a car.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCarConnection|||
avp/hasCDChangerControl|N|||boolean|||||||||||||N|en|Has CD Changer Control?|hasCDChangerControl<br>Qualifier: AVP288<br>Indicates whether or not the product has CD changer controls.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCDChangerControl|||
avp/hasCDSynchronizationRecording|N|||boolean|||||||||||||N|en|Has CD Synchronization Recording?|hasCDSynchronizationRecording<br>Qualifier: AVP289<br>Indicates whether or not the product has the ability to synchronize recording with CD and tape.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCDSynchronizationRecording|||
avp/hasCdTextDisplay|N|||boolean|||||||||||||N|en|Has CD Text Display?|hasCdTextDisplay<br>Qualifier: AVP290<br>Indicates whether or not the product has a CD text display.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCdTextDisplay|||
avp/hasCenterChannelInput|N|||boolean|||||||||||||N|en|Has Center Channel Input?|hasCenterChannelInput<br>Qualifier: AVP291<br>Indicates whether or not the product can be used as a center channel, and has an input for it.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCenterChannelInput|||
avp/hasChangeFilterIndicator|N|||text||70|1|N|||||||||N|en|Has Change Filter Indicator?|hasChangeFilterIndicator<br>Qualifier: AVP746<br>Indicates whether or not the product has a warning light for the filter (No, Yes, Dual).|Horizontal|Text|Left|200|Left||||Active||AVP|hasChangeFilterIndicator|||
avp/hasCityHighwaySwitch|N|||boolean|||||||||||||N|en|Has City Highway Switch?|hasCityHighwaySwitch<br>Qualifier: AVP292<br>Indicates whether or not the prodcut has a city/highway switch.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCityHighwaySwitch|||
avp/hasClock|N|||boolean|||||||||||||N|en|Has Clock?|hasClock<br>Qualifier: AVP293<br>Indicates whether or not the product has a clock.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasClock|||
avp/hasColorViewfinder|N|||boolean|||||||||||||N|en|Has Color Viewfinder?|hasColorViewfinder<br>Qualifier: AVP294<br>Indicates whether or not the viewfinder is color.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasColorViewfinder|||
avp/hasCompass|N|||boolean|||||||||||||N|en|Has Compass?|hasCompass<br>Qualifier: AVP295<br>Indicates whether or not the product has a built-in compass.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCompass|||
avp/hasContinuousRunMode|N|||boolean|||||||||||||N|en|Has Continuous Run Mode?|hasContinuousRunMode<br>Qualifier: AVP747<br>Indicates whether or not the product has a mode where it can continue to run the fan even when not removing moisture.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasContinuousRunMode|||
avp/hasCoolTouchExterior|N|||boolean|||||||||||||N|en|Has Cool Touch Exterior?|hasCoolTouchExterior<br>Qualifier: AVP296<br>Indicates whether or not the product has an exterior that is cool to the touch when the product is in use.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCoolTouchExterior|||
avp/hasCrumbTray|N|||boolean|||||||||||||N|en|Has Crumb Tray?|hasCrumbTray<br>Qualifier: AVP297<br>Indicates whether or not the product has a crumb tray.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasCrumbTray|||
avp/hasDarknessControl|N|||boolean|||||||||||||N|en|Has Darkness Control?|hasDarknessControl<br>Qualifier: AVP298<br>Indicates whether or not the product has a control to change the level of darkness.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDarknessControl|||
avp/hasDepthOfFieldPreviewButton|N|||boolean|||||||||||||N|en|Has Depth Of Field Preview Button?|hasDepthOfFieldPreviewButton<br>Qualifier: AVP300<br>Indicates whether or not the product has a depth of field preview button. Depth of field is the ability to focus on objects of multiple distances at the same time, making the picture in total focus.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDepthOfFieldPreviewButton|||
avp/hasDesktopChargerIncluded|N|||boolean|||||||||||||N|en|Has Desktop Charger Included?|hasDesktopChargerIncluded<br>Qualifier: AVP301<br>Indicates whether or not the two-way radios come with a desktop charger.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDesktopChargerIncluded|||
avp/hasDetachableSpeakers|N|||boolean|||||||||||||N|en|Has Detachable Speakers?|hasDetachableSpeakers<br>Qualifier: AVP748<br>Indicates whether or not the product has speakers that can separate from the main unit.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDetachableSpeakers|||
avp/hasDigitalOutput|N|||boolean|||||||||||||N|en|Has Digital Output?|hasDigitalOutput<br>Qualifier: AVP302<br>Indicates whether or not the product has a digital output.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDigitalOutput|||
avp/hasDigitalZoom|N|||boolean|||||||||||||N|en|Has Digital Zoom?|hasDigitalZoom<br>Qualifier: AVP303<br>Indicates whether or not the product has a digital zoom.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDigitalZoom|||
avp/hasDiscExchange|N|||boolean|||||||||||||N|en|Has Disc Exchange?|hasDiscExchange<br>Qualifier: AVP304<br>Indicates whether or not the product has disk exchange, which changes a disc while it is playing another.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDiscExchange|||
avp/hasDisplayBrightnessControl|N|||boolean|||||||||||||N|en|Has Display Brightness Control?|hasDisplayBrightnessControl<br>Qualifier: AVP305<br>Indicates whether or not the product has a brightness control for the display.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDisplayBrightnessControl|||
avp/hasDolbyBCNoiseReduction|N|||boolean|||||||||||||N|en|Has Dolby BC Noise Reduction?|hasDolbyBCNoiseReduction<br>Qualifier: AVP306<br>Indicates whether or not the product has dolby noise reduction.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDolbyBCNoiseReduction|||
avp/hasDownloadableRingtones|N|||boolean|||||||||||||N|en|Has Downloadable Ringtones?|hasDownloadableRingtones<br>Qualifier: AVP308<br>Indicates whether or not you can download ringtones on the product.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDownloadableRingtones|||
avp/hasDrumLight|N|||boolean|||||||||||||N|en|Has Drum Light?|hasDrumLight<br>Qualifier: AVP309<br>Indicates whether or not the product has a drum light, light inside the unit.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDrumLight|||
avp/hasDryerRackIncluded|N|||boolean|||||||||||||N|en|Has Dryer Rack Included?|hasDryerRackIncluded<br>Qualifier: AVP310<br>Indicates whether or not a dryer rack is included with the product.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDryerRackIncluded|||
avp/hasDualStageShockSensor|N|||boolean|||||||||||||N|en|Has Dual Stage Shock Sensor?|hasDualStageShockSensor<br>Qualifier: AVP311<br>Indicates whether or not the product has a dual stage shock sensor. Alarm for cars sensitivity.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDualStageShockSensor|||
avp/hasDualVoiceCoils|N|||boolean|||||||||||||N|en|Has Dual Voice Coils?|hasDualVoiceCoils<br>Qualifier: AVP312<br> Indicates whether or not the product has dual voice coils. The key difference between single and dual voice coil subwoofers is the multiple wiring options DVC subs offer.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasDualVoiceCoils|||
avp/hasDVIConnection|N|||text||70|1|N|||||||||N|en|Has DVI Connection?|hasDVIConnection<br>Qualifier: AVP313<br>Indicates whether or not the product has a DVI connection. DVI means Digital Visual Interface.|Horizontal|Text|Left|200|Left||||Active||AVP|hasDVIConnection|||
avp/hasEndOfCycleSignal|N|||boolean|||||||||||||N|en|Has End Of Cycle Signal?|hasEndOfCycleSignal<br>Qualifier: AVP314<br>Indicates whether or not the product has an end of cycle signal.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasEndOfCycleSignal|||
avp/hasExtendedRange|N|||boolean|||||||||||||N|en|Has Extended Range?|hasExtendedRange<br>Qualifier: AVP315<br>Indicates whether or not the telelphone is considered an extended range telephone.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasExtendedRange|||
avp/hasExtraLargeWindowSize|N|||boolean|||||||||||||N|en|Has Extra Large Window Size?|hasExtraLargeWindowSize<br>Qualifier: AVP316<br>Indicates whether or not the product has an extra large window.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasExtraLargeWindowSize|||
avp/hasEyeStartAutomation|N|||boolean|||||||||||||N|en|Has Eye Start Automation?|hasEyeStartAutomation<br>Qualifier: AVP317<br>Indicates whether or not the product has eye start automation.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasEyeStartAutomation|||
avp/hasFilmChamberLock|N|||boolean|||||||||||||N|en|Has Film Chamber Lock?|hasFilmChamberLock<br>Qualifier: AVP318<br>Indicates whether or not the product has a film chamber lock.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasFilmChamberLock|||
avp/hasFingerboard|N|||boolean|||||||||||||N|en|Has Fingerboard?|hasFingerboard<br>Qualifier: AVP319<br>Indicates whether or not the product has a finger board.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasFingerboard|||
avp/hasFlashingParkingLights|N|||boolean|||||||||||||N|en|Has Flashing Parking Lights?|hasFlashingParkingLights<br>Qualifier: AVP320<br>Indicates whether or not the product has an option to flash parking lights.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasFlashingParkingLights|||
avp/hasFrontRemovableBucket|N|||boolean|||||||||||||N|en|Has Front Removable Bucket?|hasFrontRemovableBucket<br>Qualifier: AVP749<br>Indicates whether or not when in bucket discharge operation, the bucket is removed from the front of the unit.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasFrontRemovableBucket|||
avp/hasGlassCarafeIncluded|N|||boolean|||||||||||||N|en|Has Glass Carafe Included?|hasGlassCarafeIncluded<br>Qualifier: AVP321<br>Indicates whether or not the product comes with a glass carafe.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasGlassCarafeIncluded|||
avp/hasGPS|N|||boolean|||||||||||||N|en|Has GPS?|hasGPS<br>Qualifier: AVP322<br>Indicates whether or not the product has GPS cabability. GPS means Global Positioning System and uses satellites and a receiver to provide a global position.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasGPS|||
avp/hasHeavyDutyConstruction|N|||boolean|||||||||||||N|en|Has Heavy-duty Construction?|hasHeavyDutyConstruction<br>Qualifier: AVP323<br>Indicates whether or not the product is considered to have a heavy-duty construction.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasHeavyDutyConstruction|||
avp/hasHeightAdjustment|N|||boolean|||||||||||||N|en|Has Height Adjustment?|hasHeightAdjustment<br>Qualifier: AVP324<br>Indicates whether or not the product has a height adjustment capability.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasHeightAdjustment|||
avp/hasHighOutputSiren|N|||boolean|||||||||||||N|en|Has High Output Siren?|hasHighOutputSiren<br>Qualifier: AVP325<br>Indicates whether or not the product has a high output siren.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasHighOutputSiren|||
avp/hasHighPassFilter|N|||boolean|||||||||||||N|en|Has High Pass Filter?|hasHighPassFilter<br>Qualifier: AVP326<br>Indicates whether or not the product has a high pass filter.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasHighPassFilter|||
avp/hasHighSpeedDubbing|N|||boolean|||||||||||||N|en|Has High-speed Dubbing?|hasHighSpeedDubbing<br>Qualifier: AVP327<br>Indicates whether or not the product has high-speed dubbing.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasHighSpeedDubbing|||
avp/hasHomeControl|N|||boolean|||||||||||||N|en|Has Home Control?|hasHomeControl<br>Qualifier: AVP328<br>Indicates whether or not the product offers home control.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasHomeControl|||
avp/hasHumidityControlledCrisper|N|||boolean|||||||||||||N|en|Has Humidity-controlled Crisper?|hasHumidityControlledCrisper<br>Qualifier: AVP329<br>Indicates whether or not the product has a humidity-controlled crisper.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasHumidityControlledCrisper|||
avp/hasIlluminatedEntry|N|||boolean|||||||||||||N|en|Has Illuminated Entry?|hasIlluminatedEntry<br>Qualifier: AVP330<br>Indicates whether or not the product allows for illuminated entry.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasIlluminatedEntry|||
avp/hasIPBus|N|||boolean|||||||||||||N|en|Has IP Bus?|hasIPBus<br>Qualifier: AVP331<br>Indicates whether or not the product has an aux input IP BUS.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasIPBus|||
avp/hasKeyboardAccommodation|N|||boolean|||||||||||||N|en|Has Keyboard Accommodation?|hasKeyboardAccommodation<br>Qualifier: AVP333<br>Indicates whether or not the product has a place for a keyboard.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasKeyboardAccommodation|||
avp/hasKeylessEntry|N|||boolean|||||||||||||N|en|Has Keyless Entry?|hasKeylessEntry<br>Qualifier: AVP334<br>Indicates whether or not the product has keyless entry ability.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasKeylessEntry|||
avp/hasLaserDetection|N|||boolean|||||||||||||N|en|Has Laser Detection?|hasLaserDetection<br>Qualifier: AVP335<br>Indicates whether or not the product has the ability to detect the laser type of radar that police officers use in order to determine speeds of cars at a greater distance with better accuracy than K band radar.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasLaserDetection|||
avp/hasLightedOnOffSwitch|N|||boolean|||||||||||||N|en|Has Lighted On Off Switch?|hasLightedOnOffSwitch<br>Qualifier: AVP336<br>Indicates whether or not the product has a lighted on/off switch.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasLightedOnOffSwitch|||
avp/hasLimitedLifetimeWarranty|N|||text||70|1|N|||||||||N|en|Has Limited Lifetime Warranty?|hasLimitedLifetimeWarranty<br>Qualifier: AVP337<br>Indicates whether or not the product offers a limited lifetime warranty.|Horizontal|Text|Left|200|Left||||Active||AVP|hasLimitedLifetimeWarranty|||
avp/hasLineLevelInput|N|||boolean|||||||||||||N|en|Has Line Level Input?|hasLineLevelInput<br>Qualifier: AVP338<br>Indicates whether or not the product has a line level input.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasLineLevelInput|||
avp/hasLineOut|N|||boolean|||||||||||||N|en|Has Line Out?|hasLineOut<br>Qualifier: AVP339<br>Indicates whether or not the product has line out.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasLineOut|||
avp/hasLowPassFilter|N|||boolean|||||||||||||N|en|Has Low Pass Filter?|hasLowPassFilter<br>Qualifier: AVP340<br>Indicates whether or not the product has a low pass filter.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasLowPassFilter|||
avp/hasLPTankIncluded|N|||boolean|||||||||||||N|en|Has LP Tank Included?|hasLPTankIncluded<br>Qualifier: AVP341<br>Indicates whether or not the product comes with a Low Pressure Tank for cooking.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasLPTankIncluded|||
avp/hasLumbarSupport|N|||boolean|||||||||||||N|en|Has Lumbar Support?|hasLumbarSupport<br>Qualifier: AVP342<br>Indicates whether or not the product has lumbar support adjustment.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasLumbarSupport|||
avp/hasMagneticShielding|N|||boolean|||||||||||||N|en|Has Magnetic Shielding?|hasMagneticShielding<br>Qualifier: AVP343<br>Indicates whether or not the product has magnetic shielding.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMagneticShielding|||
avp/hasMediaViewer|N|||boolean|||||||||||||N|en|Has Media Viewer?|hasMediaViewer<br>Qualifier: AVP344<br>Indicates whether or not the product has software to view media on, via a memory card.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMediaViewer|||
avp/hasMemorySet|N|||boolean|||||||||||||N|en|Has Memory Set?|hasMemorySet<br>Qualifier: AVP346<br>Indicates whether or not the product has the ability to set in memory, the user preferences on the Radar Detector.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMemorySet|||
avp/hasMinimalBezel|N|||boolean|||||||||||||N|en|Has Minimal Bezel?|hasMinimalBezel<br>Qualifier: AVP750<br>Indicates whether or not the Bezel around the screen is thin. Bezel refers to the casing around the screen.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMinimalBezel|||
avp/hasMixingCapability|N|||boolean|||||||||||||N|en|Has Mixing Capability?|hasMixingCapability<br>Qualifier: AVP347<br>Indicates whether or not the product has musical mixing capabilities.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMixingCapability|||
avp/hasMobileVideo|N|||boolean|||||||||||||N|en|Has Mobile Video?|hasMobileVideo<br>Qualifier: AVP348<br>Indicates whether or not the product would be considered mobile video.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMobileVideo|||
avp/hasMonitorIncluded|N|||boolean|||||||||||||N|en|Has Monitor Included?|hasMonitorIncluded<br>Qualifier: AVP349<br>Indicates whether or not a monitor is included with the product.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMonitorIncluded|||
avp/hasMonitorOutput|N|||boolean|||||||||||||N|en|Has Monitor Output?|hasMonitorOutput<br>Qualifier: AVP350<br>Indicates whether or not the product has an output for a monitor.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMonitorOutput|||
avp/hasMountingBracketsIncluded|N|||boolean|||||||||||||N|en|Has Mounting Brackets Included?|hasMountingBracketsIncluded<br>Qualifier: AVP351<br>Indicates whether or not the product comes with mounting brackets.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMountingBracketsIncluded|||
avp/hasMP3PlayerSoftware|N|||boolean|||||||||||||N|en|Has MP3 Player Software?|hasMP3PlayerSoftware<br>Qualifier: AVP772<br>Indicates whether or not the product has MP3 playing software installed.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMP3PlayerSoftware|||
avp/hasMulticolorDisplay|N|||boolean|||||||||||||N|en|Has Multicolor Display?|hasMulticolorDisplay<br>Qualifier: AVP353<br>Indicates whether or not the product has a multi-color display.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMulticolorDisplay|||
avp/hasMultiLingualDisplay|N|||boolean|||||||||||||N|en|Has Multi Lingual Display?|hasMultiLingualDisplay<br>Qualifier: AVP352<br>Indicates whether or not the product has different lingual displays.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMultiLingualDisplay|||
avp/hasMultimediaKeys|N|||boolean|||||||||||||N|en|Has Multimedia Keys?|hasMultimediaKeys<br>Qualifier: AVP354<br>Indicates whether or not the product has pre-programmed multimedia keys.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMultimediaKeys|||
avp/hasMultipleAlarms|N|||boolean|||||||||||||N|en|Has Multiple Alarms?|hasMultipleAlarms<br>Qualifier: AVP355<br>Indicates whether or not the product has more than one alarm.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMultipleAlarms|||
avp/hasMultipleSizeConnectionInserts|N|||boolean|||||||||||||N|en|Has Multiple Size Connection Inserts?|hasMultipleSizeConnectionInserts<br>Qualifier: AVP356<br>Indicates whether or not the product has multiple size connection inserts included.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasMultipleSizeConnectionInserts|||
avp/hasNavigationCapability|N|||boolean|||||||||||||N|en|Has Navigation Capability?|hasNavigationCapability<br>Qualifier: AVP357<br>Indicates whether or not the portable video unit has navigation capability either via alternate input or by internal programming. Combination with GPS.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasNavigationCapability|||
avp/hasNightMode|N|||boolean|||||||||||||N|en|Has Night Mode?|hasNightMode<br>Qualifier: AVP358<br>Indicates whether or not the product has a night mode.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasNightMode|||
avp/hasNonStickCoating|N|||boolean|||||||||||||N|en|Has Non-stick Coating?|hasNonStickCoating<br>Qualifier: AVP359<br>Indicates whether or not the product has a non-stick coating.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasNonStickCoating|||
avp/hasOneTouchDubbing|N|||boolean|||||||||||||N|en|Has One Touch Dubbing?|hasOneTouchDubbing<br>Qualifier: AVP362<br>Indicates whether or not the product has one-touch dubbing.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasOneTouchDubbing|||
avp/hasOnScreenCallerID|N|||boolean|||||||||||||N|en|Has On Screen Caller ID?|hasOnScreenCallerID<br>Qualifier: AVP360<br>Indicates whether or not the product displays Caller ID on screen.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasOnScreenCallerID|||
avp/hasOnScreenClock|N|||boolean|||||||||||||N|en|Has On Screen Clock?|hasOnScreenClock<br>Qualifier: AVP361<br>Indicates whether or not the product displays a clock on screen.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasOnScreenClock|||
avp/hasOpticalDigitalAudioOutputs|N|||boolean|||||||||||||N|en|Has Optical Digital Audio Outputs?|hasOpticalDigitalAudioOutputs<br>Qualifier: AVP363<br>Indicates whether or not the product has optical digital audio outputs.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasOpticalDigitalAudioOutputs|||
avp/hasPalmCapabilities|N|||boolean|||||||||||||N|en|Has Palm Capabilities?|hasPalmCapabilities<br>Qualifier: AVP364<br>Indicates whether or not the product has palm capabilities.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPalmCapabilities|||
avp/hasParentalControl|N|||boolean|||||||||||||N|en|Has Parental Control?|hasParentalControl<br>Qualifier: AVP365<br>Indicates whether or not the product has parental controls.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasParentalControl|||
avp/hasPauseAndServeFunction|N|||boolean|||||||||||||N|en|Has Pause And Serve Function?|hasPauseAndServeFunction<br>Qualifier: AVP366<br>Indicates whether or not the product has the ability to pause function to serve.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPauseAndServeFunction|||
avp/hasPCDockingStation|N|||boolean|||||||||||||N|en|Has PC Docking Station?|hasPCDockingStation<br>Qualifier: AVP367<br>Indicates whether or not the product has a PC docking station.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPCDockingStation|||
avp/hasPCInputs|N|||boolean|||||||||||||N|en|Has PC Inputs?|hasPCInputs<br>Qualifier: AVP368<br>Indicates whether or not the TV has PC inputs.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPCInputs|||
avp/hasPDAFunctionality|N|||boolean|||||||||||||N|en|Has PDA Functionality?|hasPDAFunctionality<br>Qualifier: AVP370<br>Indicates whether or not the product cam also function as a PDA.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPDAFunctionality|||
avp/hasPhaseSwitch|N|||boolean|||||||||||||N|en|Has Phase Switch?|hasPhaseSwitch<br>Qualifier: AVP371<br>Indicates whether or not the product has a phase switch.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPhaseSwitch|||
avp/hasPhotoRestoration|N|||boolean|||||||||||||N|en|Has Photo Restoration?|hasPhotoRestoration<br>Qualifier: AVP372<br>Indicates whether or not the product offers photo restoration.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPhotoRestoration|||
avp/hasPictureInPicture|N|||boolean|||||||||||||N|en|Has Picture-in-picture?|hasPictureInPicture<br>Qualifier: AVP373<br>Indicates whether or not the product has picture-in-picture capabilities.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPictureInPicture|||
avp/hasPlexiglassWindow|N|||boolean|||||||||||||N|en|Has Plexiglass Window?|hasPlexiglassWindow<br>Qualifier: AVP374<br>Indicates whether or not the product has a plexi-glass window.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPlexiglassWindow|||
avp/hasPopMode|N|||boolean|||||||||||||N|en|Has Pop Mode?|hasPopMode<br>Qualifier: AVP375<br>Indicates whether or not the product has Pop mode detection. Pop mode helps to identify if the product has the ability to catch a Pop signal that is emitted from police vehicles. Pop is a quick burst of detection that is able to read speeds quickly without alerting radar detectors.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPopMode|||
avp/hasProgressiveScan|N|||boolean|||||||||||||N|en|Has Progressive Scan?|hasProgressiveScan<br>Qualifier: AVP376<br>Indicates whether or not the product has progressive scan qualities.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasProgressiveScan|||
avp/hasPullOutCase|N|||boolean|||||||||||||N|en|Has Pull Out Case?|hasPullOutCase<br>Qualifier: AVP377<br>Indicates whether or not the product has an interior case that can be pulled out for easy cleaning.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPullOutCase|||
avp/hasPushToTalk|N|||boolean|||||||||||||N|en|Has Push To Talk?|hasPushToTalk<br>Qualifier: AVP378<br>Indicates whether or not the product has the capability to direct talk without dialing a number.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasPushToTalk|||
avp/hasQuietOperation|N|||boolean|||||||||||||N|en|Has Quiet Operation?|hasQuietOperation<br>Qualifier: AVP751<br>Indicates whether or not the product operates at a low level of noise.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasQuietOperation|||
avp/hasRCAProtectedJacks|N|||boolean|||||||||||||N|en|Has RCA Protected Jacks?|hasRCAProtectedJacks<br>Qualifier: AVP379<br>Indicates whether or not the product has surge protected RCA.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasRCAProtectedJacks|||
avp/hasRechargeableBattery|N|||boolean|||||||||||||N|en|Has Rechargeable Battery?|hasRechargeableBattery<br>Qualifier: AVP380<br>Indicates whether or not the product has a rechargeable battery.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasRechargeableBattery|||
avp/hasRecordLevelControl|N|||boolean|||||||||||||N|en|Has Record Level Control?|hasRecordLevelControl<br>Qualifier: AVP381<br>Indicates whether or not the product allows the user to adjust the recording volume.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasRecordLevelControl|||
avp/hasRemoteStart|N|||boolean|||||||||||||N|en|Has Remote Start?|hasRemoteStart<br>Qualifier: AVP382<br>Indicates whether or not the product is a remote start product.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasRemoteStart|||
avp/hasRemoteTrunkRelease|N|||text||70|1|N|||||||||N|en|Has Remote Trunk Release?|hasRemoteTrunkRelease<br>Qualifier: AVP383<br>Indicates whether or not the product allows the user to open the trunk from the transmitter.|Horizontal|Text|Left|200|Left||||Active||AVP|hasRemoteTrunkRelease|||
avp/hasRemovableMemory|N|||boolean|||||||||||||N|en|Has Removable Memory?|hasRemovableMemory<br>Qualifier: AVP384<br>Indicates whether or not the product includes removeable memory or if instead it is built-in.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasRemovableMemory|||
avp/hasRemovableMicrophone|N|||boolean|||||||||||||N|en|Has Removable Microphone?|hasRemovableMicrophone<br>Qualifier: AVP385<br>Indicates whether or not the product has a removable microphone that will detach from the product.|Horizontal|Boolean|Left|200|Left||||Active||AVP|hasRemovableMicrophone|||
