Attribute XML Name|MultiValue Attribute?|Group Name|Max Number of Records in Group|Data Type|Total Digits|Max Length / Total Number of digits|Min Length / # of decimals|***DO NOT USE*Lang specific?*****|Valid Value List Name|Qual O/M *FUTURE USE*|Qual Name|Qual Data Type|Qual Total Digits|Qual Max Length / Total Number of digits|Qual Min Length / # of decimals|Qual VV list|Copyable?|GUI Lang|GUI Attribute Name|GUI Help Text|GUI Container Type|GUI Field Type|Label Align|Label Width|Value Align|Value Width|GUI Group Row|GUI Group Column|Active Status|XML Group M/O *FUTURE USE*|Comments|IM/Customer Key Master Name|Untitled event|Xref Type|Customer's Attribute Ref ID
swFormatOfDateOnMasterCase|N|||text||70|1||SWFormatofDateonMasterCaseVV||||||||N|en|What is the format of the date?|Pack Date: The date the item was packed. Pull/Expiration Date:The date the item expires. For Perishable items, enter the shelf life of the item in days and the guaranteed number of days of shelf life at the time of delivery. For Non-Perishable Items, enter at least the guaranteed number of days of shelf life at the time of delivery.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6816_FEB04||||119
swMinimumTradeItemLifespanFromProduction|N|||integer||10|1||||||||||N|en|Number of Days Shelf Life from Supplier Production|The period of days, guaranteed by the manufacturer, before the expiration date of the product, based on the date of production.|Horizontal|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6816_FEB04||||120
swMinimumTradeItemLifespanFromArrival|N|||integer||4|1||||||||||N|en|Guaranteed Days on Shelf Life at time of Delivery|The period of days, guaranteed by the supplier, before the expiration date of the product, based on arrival to a mutually agreed to point in the buyer’s distribution system.|Horizontal|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6816_FEB04||||121
swFundingFreeOrTrialProductOnJ4U|N|||boolean|||||||||||||N|en|Funding free or trial product on Just for You (J4U)?|Funding free or trial product on Just for You (J4U)?|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||12
swSMICOverrideBanner|||||||||||||||||N|en|SMIC Override|SMIC Override|Banner|Label|Left|200|Left||||Active||PI166_IM9819_FEB04||||
swGroupOverride|N||1|text||2|1||SWGroupVV||||||||N|en|Group|Group Code is a 2 digit code indicating the high level group the item belongs to.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI162_IM6817_APR02, PI164_IM6818_SEP02, PI166_IM6919_FEB03||||31
swCategoryOverride|N|||text||2|1||||||||||N|en|Category|Category Code is a 2 digit code indicating the category the item belongs to within the high level group.|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02, PI166_IM6919_FEB03||||32
swClassOverride|N|||text||2|1||||||||||N|en|Class|Class Code is a 2 digit code indicates the class the item belongs to within the category.|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02, PI166_IM6919_FEB03||||33
swSubClassOverride|N|||text||2|1||||||||||N|en|Sub Class|Sub-Class Code is a 2 digit code indicates the sub-class the item belongs to within the class.|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02, PI166_IM6919_FEB03||||34
swSubSubClassOverride|N|||text||2|1||||||||||N|en|Sub Sub Class|Sub-Sub-Class Code is a 2 digit code indicates the sub-sub-class the item belongs to within the sub-class.|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02, PI166_IM6919_FEB03||||35
swEasternGenuardisTemperatureRequirements|N|||text||70|1||SWEasternGenuardisTemperatureVV||||||||N|en|Eastern/Genuardis Temperature Requirements|Select the item’s temperature requirement for Eastern/Genuardi’s.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||194
swCountryOfOriginBanner|N||||||||||||||||N|en|Country of Origin Labeling|Country of Origin Labeling|Banner|Label|Left|200|Left||||Active||PI1515_IM6815_NOV01||||
swDoesItemRequireCOOL|N|||boolean|||||||||||||N|en|Does this item require Country of Origin Labeling (COOL)?|Retailer requirement to label COOL covered commodities for country of origin (i.e.Product Of) and method of production (i.e. wild or farm raised - Seafood Items Only).|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||87
swSeafoodProductionMethod|N|||text||70|1||SWSeafoodProdMethodVV||||||||N|en|Wild or Farmed?|Wild or Farmed:Indicate whether the product was raised wild or farmed (Seafood Items Only).|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP04||||88
swCountryOfOriginLabelingClassCode|N|||text||70|1||SWCOOLClassCodeVV||||||||N|en|Country of Origin Labeling (COOL) Class Code|Albertsons Internal Identifier used to Group similar COOL Covered Commodity Items. COOL Class Code Grouping Internal to Albertsons 001-199 (Seafood Section 330 and 331) 200-399 (Meat Section 333 and 334) 400-599 (Produce Section 329) 899 (Grocery Main Meal 301, Meal Ingredients 302, Frozen Grocery 317) 900 (Grocery Main Meal 301, Meal Ingredients 302, Frozen Grocery 317). |Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI165_IM6818_DEC06||||437
swProductionStepOneBanner|N||||||||||||||||N|en|Production Step 1|Production Step 1|Banner|Label|Left|200|Left||||Active|| PI164_IM6818_SEP05||||
swProductOf|Y||999|text||3|1||SWCOOLCountryMasterVV||||||||N|en|Product Of|Production Step used for primarily Produce, Seafood and Imported/Ground Meat Products.  This is a standalone production step.  In the cases of multiple countries of origin - the multiple countries must be provided.|Horizontal|Multi_Select_List|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI161_IM6816_FEB06, PI164_IM6818_SEP02||||461
swProductionStepTwoBanner|N||||||||||||||||N|en|Production Step 2|Production Step 2|Banner|Label|Left|200|Left||||Active|| PI164_IM6818_SEP05||||
swCOOLProductionStepTwo/swHarvestedCountry|N|swCOOLProductionStepTwo|999|text||3|1||SWCOOLCountryMasterVV||||||||N|en|Harvested|A combination of the production steps Harvested/Processed can be used for Seafood Products only that require different production steps to allow for Processing declaration.  A country must be provided for both Harvested and Processed.|LoopGroup|Dropdown|Left|200|Left||||Active|| PI164_IM6818_SEP05||||462
swCOOLProductionStepTwo/swProcessedCountry|N|swCOOLProductionStepTwo|999|text||3|1||SWCOOLCountryMasterVV||||||||N|en|Processed|A combination of the production steps Harvested/Processed can be used for Seafood Products only that require different production steps to allow for Processing declaration.  A country must be provided for both Harvested and Processed.|LoopGroup|Dropdown|Left|200|Left||||Active|| PI164_IM6818_SEP05||||463
swProductionStepThreeBanner|N||||||||||||||||N|en|Production Step 3|Production Step 3|Banner|Label|Left|200|Left||||Active|| PI164_IM6818_SEP05||||
swCOOLProductionStepThree/swBorn|N|swCOOLProductionStepThree|999|text||3|1||SWCOOLCountryMasterVV||||||||N|en|Born|A combination of the Production steps Born, Raised, Harvested/Hatched must be used for meat items that are whole muscle cuts (Harvested/Hatched in the US).  A country must be provided for each production step, Born, Raised, Harvested/Hatched.|LoopGroup|Dropdown|Left|200|Left||||Active|| PI164_IM6818_SEP05||||464
swCOOLProductionStepThree/swRaised|N|swCOOLProductionStepThree|999|text||3|1||SWCOOLCountryMasterVV||||||||N|en|Raised|A combination of the Production steps Born, Raised, Harvested/Hatched must be used for meat items that are whole muscle cuts (Harvested/Hatched in the US).  A country must be provided for each production step, Born, Raised, Harvested/Hatched.|LoopGroup|Dropdown|Left|200|Left||||Active|| PI164_IM6818_SEP05||||465
swCOOLProductionStepThree/swHarvestedHatched|N|swCOOLProductionStepThree|999|text||3|1||SWCOOLCountryMasterVV||||||||N|en|Harvested/Hatched|A combination of the Production steps Born, Raised, Harvested/Hatched must be used for meat items that are whole muscle cuts (Harvested/Hatched in the US).  A country must be provided for each production step, Born, Raised, Harvested/Hatched.|LoopGroup|Dropdown|Left|200|Left||||Active|| PI164_IM6818_SEP05||||466
swIsNational|N|||boolean|||||||||||||N|en|Is National?|Indicates if the item is to be routed to the National Merchandising Team|Horizontal|Boolean|Left|200|Left||||Active||PI167_May_PI9.4||||
swGroup|N||1|text||2|1||SWGroupVV||||||||N|en|Group|Group Code is a 2 digit code indicating the high level group the item belongs to.|Horizontal|Dropdown|Left|200|Left||||Active||PI166_IM9819_FEB04||||31
swCategory|N|||text||2|1||||||||||N|en|Category|Category Code is a 2 digit code indicating the category the item belongs to within the high level group.|Horizontal|Text|Left|200|Left||||Active||PI166_IM9819_FEB04||||32
swClass|N|||text||2|1||||||||||N|en|Class|Class Code is a 2 digit code indicates the class the item belongs to within the category.|Horizontal|Text|Left|200|Left||||Active||PI166_IM9819_FEB04||||33
swSubClass|N|||text||2|1||||||||||N|en|Sub Class|Sub-Class Code is a 2 digit code indicates the sub-class the item belongs to within the class.|Horizontal|Text|Left|200|Left||||Active||PI166_IM9819_FEB04||||34
swSubSubClass|N|||text||2|1||||||||||N|en|Sub Sub Class|Sub-Sub-Class Code is a 2 digit code indicates the sub-sub-class the item belongs to within the sub-class.|Horizontal|Text|Left|200|Left||||Active||PI166_IM9819_FEB04||||35
swVendorName|N|||text||40|1||||||||||N|en|Vendor Name|Vendor Name|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||17
swVendorNumber|N|||text||6|6||||||||||N|en|Vendor Number|6-digit vendor number. Add leading zeros if needed.|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PIKR-51129||||18
swVendorContact|N|||text||40|1||||||||||N|en|Vendor Contact|Vendor Contact|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||19
swVendorContactPhoneNumber|N|||text||20|1||||||||||N|en|Vendor Contact Phone Number|Vendor Contact Phone Number|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||20
swVendorEmail|N|||text||256|1||||||||||N|en|Vendor Email|Enter the email address of the main account representative. This address will receive email notifications when the item has been submitted, accepted or declined and when a CIC has been assigned.|Horizontal|Text|Left|200|Left||||Active||PI153_IM6813_OCT01||||21
swVendorContactExtension|N|||text||20|1||||||||||N|en|Vendor Contact Extension|Vendor Contact Extension|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||447
swSecondaryInternalContact|N|||text||40|1||||||||||N|en|Secondary Internal Contact (Albertsons)|Secondary Internal Contact (Albertsons)|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI165_IM6818_DEC06||||442
swVendorAddress|N|||text||256|1||||||||||N|en|Vendor Address|Vendor Address|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||22
swSecondaryVendorContact|N|||text||40|1||||||||||N|en|Secondary Vendor Contact|Secondary Vendor Contact|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||23
swSecondaryVendorContactPhoneNumber|N|||text||20|1||||||||||N|en|Secondary Vendor Contact Phone Number|Secondary Vendor Contact Phone Number|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||24
swSecondaryVendorContactEmail|N|||text||256|1||||||||||N|en|Secondary Vendor Contact Email|Secondary Vendor Contact Email|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||25
swBrokerContact|N|||text||40|1||||||||||N|en|Broker Contact|Broker Contact|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||26
swBrokerContactPhoneNumber|N|||text||20|1||||||||||N|en|Broker Contact Phone Number|Broker Contact Phone Number|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||27
swBrokerEmail|N|||text||256|1||||||||||N|en|Broker E-Mail|Broker E-Mail|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||28
swReasonForSubmission|N|||text||70|1||SWReasonforSubmissionVV||||||||N|en|Reason for Submission|Reason for Submission|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||386
swCurrentCorporateItemCode|N|||text||8|1||||||||||N|en|Current Corporate Item Code (CIC)|Required for existing CICs or UPCs that are going through a pack change or size change|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02||||387
swIsItemWavPullPlug|N|||boolean|||||||||||||N|en|Is Item Being Submitted for a Wave or New Item Cut In?|Contact Merchandising if unsure.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI165_IM6818_DEC06, PI167_May_PI9.4||||388
swWaveOrResetCycle|N|||text||70|1||SWWavePnPVV||||||||N|en|Wave or New Item Cut In Cycle|Contact Merchandising if unsure.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI165_IM6818_DEC06, PI171_May_PI9.4||||389
swNewItemType|N|||text||70|1||SWNewItemTypeVV||||||||N|en|New Item Type|The specific type of new item being submitted.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||420
swOpenStockCorporateItemCode|N|||integer||8|1||||||||||N|en|Open Stock Corporate Item Code (CIC) for Bonus Pack|Open stock items with an additional feature. (e.g. 20% more free, free toothbrush with toothpaste).|Horizontal|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01||||38
swIsItemOneTimeBuy|N|||boolean|||||||||||||N|en|Is this item a One Time Buy?|Items available for a limited time. Typically the item is only ordered once. (e.g. cereal with packaging promoting an upcoming movie release)|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||51
swItemUsageType|N|||text||70|1||SWItemUsageTypeVV||||||||N|en|Item Usage Type|How the item will be used at retail.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||421
swIsManufacturedForSeasonalEvents|N|||boolean|||||||||||||N|en|Is this item manufactured for Seasonal events only?|If the item will be in stock for a single, specific season.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01||||54
swSeasonName|N|||text||70|1||SWSeasonVV||||||||N|en|Season Name|Season Name|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||381
swIsThisItemWERCSEligible|N|||boolean|||||||||||||N|en|Is this item WERCs eligible?|Does this item meet any of the following criteria: (1) Contains chemicals or pesticides, (2) Is packaged in an aerosol can, (3) Classified as an OTC Drug or Nutritional Supplement, (4) Is or contains a battery or light bulb, (5) Contains alcohol 24% by volume or greater, (6) Is any other products that may be considered Hazardous Waste upon disposal due to corrosivity, ignitability, reactivity, or toxicity, or (7) Any product that contains a circuit board.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03, PI166_IM6819_FEB01||||13
swWERCSRegistration|N|||boolean|||||||||||||N|en|WERCS Registration|Item is registered with WERCs.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03, PI166_IM6819_FEB01||||14
swWERCSReleaseToSafewayApproval|N|||boolean|||||||||||||N|en|WERCS Released to Albertsons?|Vendor has authorized WERCS to release the analysis of the item to Albertsons.|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03, PI164_IM6818_SEP03, PI165_IM6818_DEC06, PI166_IM6819_FEB01||||15
swWERCSEligibility|N|||boolean|||||||||||||N|en|WERCs Eligibility|Merchandising Confirmation of Supplier WERCS response|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03, PI165_IM6818_DEC06||||16
swRequestToOverrideWERCSValidation|N|||boolean|||||||||||||N|en|Is WERCS validation override approved?|Is WERCS validation override approved?|Horizontal|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03, PI164_IM6818_SEP03||||399
swNameOfVPApprovingWERCSOverride|N|||text||70|1||||||||||N|en|Who approved the WERCS override?|Who approved the WERCS override?|Horizontal|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03, PI164_IM6818_SEP03||||400
swDateOfPresentationToCD|N|||datetime|||||||||||||N|en|Date of Presentation to Merchandising|Enter the date the new item is presented to Merchandising. This date must not be more than 2 years prior or 2 years beyond the date the PI item is submitted.|Horizontal|Datetime|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM1516_FEB06, PI165_IM6818_DEC06||||65
swDateOfProductPresentation|N|||datetime|||||||||||||N|en|Date of Product Presentation|The date the vendor submitted the Item Hierarchy to Albertsons.|Horizontal|Datetime|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM1516_FEB06, PI165_IM6818_DEC06||||195
swLastChangeDate|N|||datetime|||||||||||||N|en|Data Entry Completion|The most recent date that Data Entry reviewed and completed in PI.|Horizontal|Datetime|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI161_IM1516_FEB06B||||477
swWhoToNotify|Y||10|text||2|1||SWWhoToNotifyVV||||||||N|en|Who To Notify?|Indicate which Sales Management Team(s) should be notified of this item submission|Horizontal|Multi_Select_List|Left|200|Left||||Active||PI167_May_PI9.4||||
swDateOfCdSubmission|N|||datetime|||||||||||||N|en|Date of Merchandising Submission|Date of Merchandising Submission|Horizontal|Datetime|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI161_IM1516_FEB06B, PI165_IM6818_DEC06||||196
swItemTermsDiscount|N|||float|4|4|2||||||||||N|en|Item Terms (% Discount)|Percentage discount for paying the vendor invoice within a specified time period (cash discount days)|Horizontal|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6815_FEB06||||446
swItemTermsDiscountDays|N|||integer||3|1||||||||||N|en|Item Terms (Discount Days)|Number of days for paying the invoice and receiving the specified discount percentage|Horizontal|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6815_FEB06||||455
swItemTermsNetDays|N|||integer||3|1||||||||||N|en|Item Terms (Net Days)|Net days; number of days for paying the net invoice amount; if used in conjunction with a cash discount, net days must equal or exceed cash discount days|Horizontal|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI1516_IM6815_FEB06||||456
swProductRecoveryAuthorization|N|||text||70|1||SWProductRecoveryAuthVV||||||||N|en|Product Recovery Authorization (PRC)|A 3rd party location that receives items that can no longer be sold to retail customers.|Horizontal|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI167_IM6820_MAY01||||212
swWarehouseDistributionBannerStart|N||||||||||||||||N|en|Warehouse Distribution|Warehouse Distribution|Banner|Label|Left|200|Left||||Active||Start_End banners used for collapsible controllers.  PI1515_IM6815_NOV02||||
swUPCLikeWHGroup/swDistributeLikeEANUCCUPC|N|swUPCLikeWHGroup|999|text||12|1||||||||||N|en|Selected UPC Code|Please choose a CIC or UPC for an existing item that has distribution that the new item should replicate.|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||167
swUPCLikeWHGroup/swDistributeLikeCIC|N|swUPCLikeWHGroup|999|text||8|1||||||||||N|en|Selected Corporate Item Code|Corporate Item Code where Distribution details (Facility,Vendor,WIM Sub) will be copied|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||480
swUPCLikeWHGroup/swWarehouseDescription|N|swUPCLikeWHGroup|999|text||42|1||||||||||N|en|Selected Item Description|Warehouse Description|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||483
swUPCLikeWHGroup/swWarehousePack|N|swUPCLikeWHGroup|999|text||4|1||||||||||N|en|Pack|Warehouse Pack|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||484
swUPCLikeWHGroup/swWarehouseSize|N|swUPCLikeWHGroup|999|text||10|1||||||||||N|en|Size|Warehouse Size|LoopGroupRo|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||485
swWarehouseController/swGTINWarehouse|N|swWarehouseController|999|text||14|1||||||||||N|en|GTIN (Global Trade Item Number)|The Global Trade Item Number is the standard 14-digit number used to identify the product.|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||367
swWarehouseController/swItemType|N|swWarehouseController|999|text||22|1||ProductTypeCodes_hub||||||||N|en|Item Type|Item Type|LoopGroup|Dropdown|Left|200|Left||||Active||PI162_IM6817_APR03||||
swWarehouseController/swDistributionCenter|N|swWarehouseController|999|text||4|1||||||||||N|en|Distribution Center|Choose the Distribution Centers the warehoused item will be authorized for.|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02||||166
swWarehouseController/swFacility|N|swWarehouseController|999|text||4|1||||||||||N|en|Facility*|A UPC that is similar to the new item that is being presented for setup. The ships with UPC will be ordered, shipped from, and delivered in the same manner to the Albertsons Distribution Center as the new item. The new item should be setup in the same Safeway Distribution Center and facility number.|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI164_IM6818_SEP02, PI165_IM6818_DEC06||||168
swWarehouseController/swVendor|N|swWarehouseController|999|text||30|1||||||||||N|en|Vendor|Vendor that will be attached to the item during retailer set-up|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||475
swWarehouseController/swWimsSub|N|swWarehouseController|999|text||4|1||||||||||N|en|WIM Sub|A 4 digit WIM Sub-Vendor number. The first 2 digits are typically the division number and the last 2 digits are the sequence number Example: 1701 = the first Phoenix WIM sub-vendor number)|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||169
swWarehouseController/swBuyerNumber|N|swWarehouseController|999|text||5|1||||||||||N|en|Buyer Number|Buyer Number|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||479
swWarehouseController/swVendorTerms|N|swWarehouseController|999|text||30|1||||||||||N|en|Terms|Terms|LoopGroup|Text|Left|200|Left||||Active||PI1514_IM6814_OCT01||||470
swWarehouseController/swDistributionCenterArrivalDate|N|swWarehouseController|999|datetime|||||||||||||N|en|Distribution Center Arrival Date|The date that the product should arrive to the Distribution Center. This should be no more than two weeks prior to a scheduled reset event and only 1 week on Perishable product.|LoopGroup|Datetime|Left|200|Left||||Active||PI1514_IM6814_OCT01||||180
swWarehouseController/swShipDateToStores|N|swWarehouseController|999|datetime|||||||||||||N|en|Ship to Store Date|The first date the item ships to the stores.|LoopGroup|Datetime|Left|200|Left||||Active||PI1514_IM6814_OCT01||||181
swWarehouseController/swInitialShipmentPerStore|N|swWarehouseController|999|integer||4|1||||||||||N|en|Initial Shipment Per Store (In cases)|The number of shipping units (cases) shipped from the Distribution Center to each store.|LoopGroup|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01||||182
swWarehouseController/swPercentOfStores|N|swWarehouseController|999|integer||3|1||||||||||N|en|Percent of Stores|The estimated percentage of stores that will receive the new item by division.|LoopGroup|Integer|Left|200|Left||||Active||PI1514_IM6814_OCT01||||185
swWarehouseController/swNewCICRequired|N|swWarehouseController|999|boolean|| | ||||||||||N|en|New CIC Required?|Indicates to DE that new CIC is required for Dsitribution Type|LoopGroup|Boolean|Left|200|Left||||Active||PI172_IM711_Aug01, PIKR-49531||||
swWarehouseController/swDeSeasonalizedDemand|N|swWarehouseController|999|float|6|6|1||||||||||N|en|De-seasonalized Demand (DD)|A CIC's four week weighted average shipping unit demand from the stores while not on promotion/reduced retail.|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||170
swWarehouseController/swUnitsPerStorePerWeekCD|N|swWarehouseController|999|float|6|6|2||||||||||N|en|Units Per Store Per Week (Merchandising)|The Merchandising estimate of the number of consumer units that will sell per week, per store, by division.|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI165_IM6818_DEC06||||184
swWarehouseController/swUnitsPerStorePerWeekVendor|N|swWarehouseController|999|float|6|6|2||||||||||N|en|Units Per Store Per Week (Vendor)|The vendor estimate of the number of consumer units that will sell per week, per store, by division.|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||183
swWarehouseController/swCost|N|swWarehouseController|999|float|8|8|4||||||||||N|en|Cost|The cost of the new item per case or pound.|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01,PI163_IM6818_JUN03||||174
swWarehouseController/swCostBasis|N|swWarehouseController|999|text||30|1||SWCostBasisWHVV||||||||N|en|Cost Basis|The method by which the cost is applied.|LoopGroup|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||175
swWarehouseController/swFOBDeliveredCost|N|swWarehouseController|999|text||30|1||SWFOBDeliveredCostVV||||||||N|en|FOB/Delivered Cost|FOB-(Free On Board) Used to determine who is paying for the freight and when that payment is done. This information also determines which party is responsible for the items while they are in transit.|LoopGroup|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||177
swWarehouseController/swDoesItemHaveFullTruckLoad|N|swWarehouseController|999|boolean|||||||||||||N|en|Full Truck Load Cost (FTL)?|Indicate if the cost applies to a full truck load.|LoopGroup|Boolean|Left|300|Left||||Active||PI1514_IM6814_OCT01||||176
swWarehouseController/swPercentOfSwellAllowance|N|swWarehouseController|999|float|4|4|2||||||||||N|en|Percent of Swell Allowance|The amount of swell allowance offered expressed as Percent|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||187
swWarehouseController/swAmountOfFreightAllowance|N|swWarehouseController|999|float|4|4|2||||||||||N|en|Amount of Freight Allowance|The amount of freight allowance offered.|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||189
swWarehouseController/swTypeOfFreightAllowance|N|swWarehouseController|999|text||30|1||SWTypeofFreightBasisVV||||||||N|en|Type of Freight Allowance|Type of Freight Allowance|LoopGroup|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||478
swWarehouseController/swAmountOfFreightCharge|N|swWarehouseController|999|float|4|4|2||||||||||N|en|Amount of Freight Charge|The amount of freight charge being offered.|LoopGroup|Float|Left|200|Left||||Active||PI1514_IM6814_OCT01||||192
swWarehouseController/swTypeOfFreightCharge|N|swWarehouseController|999|text||30|1||SWTypeofFreightBasisVV||||||||N|en|Type of Freight Charge|• C Per case rate. UOM = C. The amount per case ordered. This value cannot exceed $999.99. • D Flat dollar amount per PO. • W Per hundredweight (CWT) rate. UOM = W. This is a dollar charge given for every 100lbs. of product ordered. This value cannot exceed $999.99.|LoopGroup|Dropdown|Left|200|Left||||Active||PI1514_IM6814_OCT01||||193
swWarehouseController/swIsItemPrePriced|N|swWarehouseController|999|boolean|||||||||||||N|en|Is this item Pre-Priced?|Items that are shipped to the Albertsons Distribution Center/store pre-priced/stickered by the manufacturer/distributor.|LoopGroup|Boolean|Left|200|Left||||Active||PI1514_IM6814_OCT01, PI165_IM6818_DEC06, PI167_May_PI9.4||||102
swWarehouseController/swShipInFullCases|N|swWarehouseController|999|boolean|||||||||||||N|en|Are you going to Ship in Full Cases?|Are you going to ship this item to the stores in full cases? If store quantity ships in less than full cases (Inner Packs or Eaches) response should be No.|LoopGroup|Boolean|Left|200|Left||||Active||PI167_May_PI9.4||||
swWarehouseController/swInnerPackHaveSameDOTLabelingAsCase|N|swWarehouseController|999|boolean|||||||||||||N|en|Does Inner Pack have same DOT labeling as the case?|Indicates if the Inner Pack Label matches the Case Label|LoopGroup|Boolean|Left|200|Left||||Active||PI167_May_PI9.4||||
swWarehouseController/swMasterCase|N|swWarehouseController|999|integer||3|1||||||||||N|en|Master Case|Indicates the number of retail units in orderable Master Case |LoopGroup|Integer|Left|200|Left||||Active||PI171_May_PI9.4, PI1711_May_PI9.4||||
swWarehouseController/swInnerPacks|N|swWarehouseController|999|integer||3|1||||||||||N|en|Inner Packs|Indicates the number of Inner Packs in the Master Case|LoopGroup|Integer|Left|200|Left||||Active||PI167_May_PI9.4, PI172_IM7062_JUNE03||||
swWarehouseController/swRetailUnitsinEachInnerPack|N|swWarehouseController|999|integer||3|1||||||||||N|en|Retail Units in each Inner Pack|Indicates the Number of Retail Units in each Inner Pack|LoopGroup|Integer|Left|200|Left||||Active||PI167_May_PI9.4, PI172_IM7062_JUNE03||||
